1,0,40.2335
2,160.9344,48.2802
3,643.7376,64.3736
4,1287.4752,56.3269
5,1770.2784,56.3269
6,2092.1472,56.3269
7,2414.016,56.3269
8,2574.9504,56.3269
9,2735.8848,56.3269
10,2896.8192,64.3736
11,3218.688,64.3736
12,3540.5568,64.3736
13,4506.1632,56.3269
14,4667.0976,64.3736
15,6115.5072,64.3736
16,6437.376,64.3736
17,6598.3104,64.3736
18,6920.1792,72.4203
19,7081.1136,72.4203
20,7563.9168,88.5137
21,9012.3264,104.6071
22,10138.8672,112.6538
23,11104.4736,112.6538
24,12391.9488,112.6538
25,22691.7504,104.6071
26,23174.5536,104.6071
27,24140.16,104.6071
28,30094.7328,88.5137
29,30577.536,88.5137
30,31382.208,72.4203
31,32347.8144,88.5137
32,34761.8304,64.3736
33,35244.6336,64.3736
34,36371.1744,88.5137
35,40233.6,72.4203
36,40394.5344,72.4203
37,41199.2064,88.5137
38,43774.1568,88.5137
39,47797.5168,88.5137
40,49406.8608,72.4203
41,50372.4672,88.5137
42,52464.6144,88.5137
43,59062.9248,88.5137
44,61959.744,88.5137
45,62442.5472,72.4203
46,63247.2192,72.4203
47,63890.9568,64.3736
48,65661.2352,48.2802
49,66465.9072,48.2802
50,67431.5136,64.3736
51,67914.3168,64.3736
52,68397.12,64.3736
53,69201.792,64.3736
54,69282.2592,64.3736
55,69604.128,40.2335
56,69684.5952,40.2335
